"Date Made Public","Company","City","State","Type of breach","Type of organization","Total Records","Description of incident","Information Source","Source URL","Year of Breach","Latitude","Longitude"
"July 5, 2018","Health Alliance Plan","","Michigan","HACK","MED","2,814","Location of breached information: Desktop Computer, Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 29, 2018","Hunt Memorial Hospital District","","Texas","DISC","MED","1,887","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 26, 2018","Community Cancer Center","","Illinois","HACK","MED","500","Location of breached information: Desktop Computer, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 17, 2018","Physicians home care","","","UNKN","UNKN","1","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 16, 2018","Indiana bureauof motor vehicles","","","UNKN","UNKN","1","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 16, 2018","Pinnacle trailer sales inc","","","UNKN","UNKN","1,215","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 16, 2018","Platinum partners credit opportunities master fund l p","","","UNKN","UNKN","77","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 13, 2018","Healthand hospital corporationof marion county","","","UNKN","UNKN","1","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 13, 2018","Purdue university","West Lafayette","Indiana","UNKN","EDU","26,598","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 13, 2018","Sanford heisler sharp","","","UNKN","UNKN","413","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 11, 2018","The fruitful yield inc","","","UNKN","UNKN","632","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 9, 2018","Fidelity national financialonbehalfof chicago title company llc","","","UNKN","BSF","","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 9, 2018","Jewish federationof cincinnati","","","UNKN","UNKN","812","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 9, 2018","Life span inc","","","UNKN","UNKN","91","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 9, 2018","S j gorowitz accountingand tax services p c","","","UNKN","UNKN","513","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 6, 2018","Career technology centersof licking county","","","UNKN","UNKN","9,578","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 6, 2018","Coty inc","","","UNKN","UNKN","4,753","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 6, 2018","Lipscomb pitts insurance llc","","","UNKN","UNKN","457","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 6, 2018","The international mission board","","","UNKN","UNKN","187,749","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 5, 2018","The  information and  referral  federation of  los  angeles  county,  inc. dba 211  l a  county","","","UNKN","UNKN","26,678","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
"July 3, 2018","Macys inc","","","UNKN","UNKN","162,507","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2018","0.000000","0.000000"
